gesture,timestamp,sample_0,sample_1,sample_2,sample_3,sample_4,sample_5,sample_6,sample_7,sample_8,sample_9,sample_10,sample_11,sample_12,sample_13,sample_14,sample_15,sample_16,sample_17,sample_18,sample_19
closed,2025-02-16 21:29:44,840.0,902.0,688.0,1023.0,562.0,988.0,375.0,875.0,337.0,729.0,248.0,579.0,201.0,430.0,171.0,245.0,157.0,167.0,128.0,151.0
closed,2025-02-16 21:29:44,141.0,255.0,158.0,456.0,242.0,708.0,295.0,918.0,316.0,1023.0,409.0,1019.0,484.0,996.0,646.0,849.0,807.0,714.0,1011.0,530.0
closed,2025-02-16 21:29:44,955.0,397.0,893.0,330.0,661.0,250.0,683.0,187.0,462.0,157.0,279.0,145.0,189.0,145.0,114.0,131.0,224.0,157.0,496.0,269.0
closed,2025-02-16 21:29:45,681.0,257.0,857.0,360.0,976.0,380.0,1023.0,412.0,1023.0,630.0,859.0,804.0,705.0,1012.0,525.0,946.0,367.0,879.0,316.0,731.0
closed,2025-02-16 21:29:45,246.0,618.0,206.0,439.0,177.0,367.0,225.0,147.0,157.0,165.0,146.0,198.0,156.0,422.0,342.0,640.0,353.0,875.0,425.0,946.0
closed,2025-02-16 21:29:45,335.0,1023.0,328.0,1023.0,574.0,895.0,787.0,755.0,984.0,565.0,1023.0,449.0,895.0,306.0,697.0,243.0,487.0,215.0,225.0,168.0
closed,2025-02-16 21:29:45,162.0,162.0,154.0,135.0,155.0,133.0,193.0,136.0,296.0,142.0,469.0,223.0,670.0,273.0,723.0,244.0,845.0,319.0,753.0,405.0
closed,2025-02-16 21:29:46,758.0,618.0,604.0,782.0,486.0,930.0,378.0,828.0,302.0,868.0,328.0,703.0,246.0,417.0,181.0,330.0,171.0,179.0,139.0,147.0
closed,2025-02-16 21:29:46,145.0,135.0,142.0,260.0,164.0,452.0,184.0,605.0,156.0,759.0,276.0,807.0,232.0,782.0,398.0,768.0,575.0,669.0,697.0,520.0
closed,2025-02-16 21:29:46,820.0,418.0,817.0,340.0,710.0,271.0,513.0,241.0,540.0,207.0,320.0,174.0,284.0,154.0,180.0,136.0,129.0,127.0,214.0,151.0
closed,2025-02-16 21:29:46,428.0,216.0,622.0,265.0,846.0,307.0,906.0,328.0,933.0,358.0,893.0,489.0,824.0,698.0,644.0,781.0,494.0,915.0,357.0,770.0
closed,2025-02-16 21:29:46,272.0,666.0,269.0,561.0,186.0,409.0,157.0,331.0,154.0,155.0,146.0,139.0,136.0,149.0,156.0,316.0,230.0,534.0,164.0,709.0
closed,2025-02-16 21:29:47,268.0,938.0,320.0,907.0,294.0,901.0,406.0,918.0,599.0,706.0,846.0,597.0,958.0,410.0,925.0,406.0,979.0,322.0,720.0,253.0
closed,2025-02-16 21:29:47,633.0,207.0,481.0,177.0,284.0,134.0,159.0,156.0,144.0,142.0,242.0,181.0,369.0,200.0,558.0,237.0,882.0,307.0,1013.0,322.0
closed,2025-02-16 21:29:47,1023.0,441.0,1023.0,606.0,945.0,893.0,829.0,1023.0,659.0,1023.0,528.0,1019.0,405.0,822.0,323.0,815.0,280.0,621.0,236.0,470.0
closed,2025-02-16 21:29:47,226.0,217.0,161.0,144.0,136.0,229.0,210.0,504.0,260.0,721.0,294.0,999.0,376.0,1023.0,378.0,1023.0,463.0,1023.0,657.0,956.0
closed,2025-02-16 21:29:47,947.0,792.0,1023.0,534.0,1023.0,447.0,916.0,325.0,825.0,254.0,655.0,212.0,487.0,177.0,321.0,154.0,213.0,168.0,203.0,126.0
closed,2025-02-16 21:29:48,165.0,132.0,339.0,163.0,525.0,236.0,804.0,278.0,954.0,344.0,1023.0,409.0,973.0,548.0,920.0,784.0,797.0,970.0,619.0,1023.0
closed,2025-02-16 21:29:48,500.0,1023.0,494.0,1023.0,403.0,953.0,296.0,731.0,233.0,530.0,224.0,440.0,188.0,336.0,179.0,170.0,145.0,223.0,94.0,393.0
closed,2025-02-16 21:29:48,175.0,639.0,237.0,889.0,348.0,1023.0,385.0,1023.0,545.0,1023.0,881.0,1022.0,1023.0,852.0,1023.0,727.0,1023.0,526.0,1023.0,396.0
closed,2025-02-16 21:29:48,943.0,299.0,736.0,233.0,623.0,211.0,430.0,169.0,320.0,140.0,151.0,129.0,300.0,128.0,564.0,275.0,887.0,322.0,1023.0,412.0
closed,2025-02-16 21:29:48,1023.0,457.0,1023.0,584.0,1023.0,890.0,1009.0,1023.0,806.0,1023.0,676.0,1023.0,502.0,1023.0,392.0,903.0,277.0,719.0,257.0,597.0
closed,2025-02-16 21:29:49,206.0,421.0,169.0,283.0,144.0,141.0,124.0,309.0,185.0,630.0,290.0,1004.0,368.0,1023.0,390.0,1023.0,478.0,1023.0,649.0,1023.0
closed,2025-02-16 21:29:49,969.0,1013.0,1023.0,761.0,1023.0,610.0,1023.0,514.0,993.0,343.0,898.0,286.0,726.0,245.0,537.0,207.0,402.0,158.0,267.0,136.0
closed,2025-02-16 21:29:49,146.0,150.0,388.0,182.0,575.0,242.0,880.0,355.0,1023.0,302.0,1023.0,455.0,1023.0,683.0,1023.0,966.0,981.0,1023.0,784.0,1023.0
closed,2025-02-16 21:29:49,642.0,1023.0,442.0,995.0,344.0,871.0,283.0,764.0,266.0,576.0,201.0,445.0,172.0,261.0,148.0,136.0,139.0,372.0,193.0,590.0
closed,2025-02-16 21:29:49,284.0,919.0,324.0,1023.0,303.0,1023.0,467.0,1023.0,637.0,1023.0,948.0,1000.0,1023.0,805.0,1023.0,601.0,1023.0,461.0,1001.0,337.0
closed,2025-02-16 21:29:50,860.0,301.0,738.0,232.0,566.0,222.0,400.0,175.0,179.0,140.0,143.0,143.0,342.0,197.0,649.0,285.0,925.0,359.0,1023.0,374.0
closed,2025-02-16 21:29:50,1023.0,492.0,1023.0,702.0,1023.0,1023.0,960.0,1023.0,795.0,1023.0,637.0,1023.0,516.0,1023.0,344.0,870.0,291.0,735.0,232.0,486.0
closed,2025-02-16 21:29:50,196.0,377.0,171.0,199.0,127.0,162.0,148.0,383.0,220.0,703.0,286.0,986.0,353.0,1023.0,396.0,1023.0,481.0,1023.0,691.0,1023.0
closed,2025-02-16 21:29:50,903.0,932.0,1023.0,751.0,1023.0,589.0,1023.0,487.0,1016.0,347.0,850.0,286.0,711.0,232.0,523.0,205.0,394.0,171.0,223.0,138.0
closed,2025-02-16 21:29:50,142.0,78.0,350.0,239.0,628.0,249.0,891.0,341.0,1023.0,377.0,1023.0,440.0,1023.0,695.0,1023.0,944.0,936.0,1023.0,752.0,1023.0
closed,2025-02-16 21:29:51,602.0,1023.0,465.0,997.0,280.0,626.0,184.0,464.0,157.0,269.0,151.0,179.0,124.0,133.0,138.0,205.0,134.0,438.0,228.0,683.0
closed,2025-02-16 21:29:51,308.0,894.0,354.0,1009.0,388.0,1023.0,443.0,1019.0,618.0,911.0,780.0,722.0,1023.0,581.0,1018.0,413.0,917.0,375.0,757.0,259.0
closed,2025-02-16 21:29:51,629.0,221.0,482.0,161.0,288.0,151.0,215.0,129.0,112.0,144.0,186.0,167.0,374.0,263.0,611.0,245.0,857.0,324.0,986.0,354.0
closed,2025-02-16 21:29:51,1023.0,400.0,1023.0,531.0,893.0,831.0,806.0,1015.0,637.0,1023.0,463.0,923.0,334.0,819.0,262.0,683.0,213.0,549.0,194.0,378.0
closed,2025-02-16 21:29:51,152.0,244.0,118.0,248.0,169.0,155.0,151.0,238.0,161.0,484.0,200.0,746.0,295.0,955.0,306.0,1023.0,392.0,1023.0,530.0,1023.0
closed,2025-02-16 21:29:52,837.0,1021.0,1023.0,802.0,1023.0,671.0,1023.0,421.0,856.0,285.0,712.0,254.0,540.0,163.0,422.0,172.0,318.0,155.0,106.0,151.0
closed,2025-02-16 21:29:52,192.0,140.0,225.0,185.0,463.0,225.0,776.0,280.0,991.0,300.0,1023.0,391.0,1023.0,532.0,1023.0,769.0,1023.0,1023.0,815.0,1023.0
closed,2025-02-16 21:29:52,784.0,1023.0,512.0,1023.0,392.0,914.0,314.0,798.0,265.0,658.0,227.0,482.0,195.0,279.0,170.0,205.0,148.0,221.0,178.0,545.0
closed,2025-02-16 21:29:52,178.0,799.0,341.0,1001.0,349.0,1023.0,412.0,1023.0,582.0,1023.0,873.0,1009.0,1023.0,841.0,1023.0,702.0,1023.0,517.0,1023.0,378.0
closed,2025-02-16 21:29:52,940.0,345.0,785.0,286.0,609.0,240.0,332.0,172.0,146.0,135.0,151.0,123.0,318.0,254.0,578.0,283.0,786.0,322.0,979.0,336.0
closed,2025-02-16 21:29:53,1023.0,394.0,1023.0,465.0,993.0,711.0,807.0,933.0,702.0,1002.0,509.0,994.0,393.0,844.0,302.0,737.0,251.0,637.0,201.0,473.0
closed,2025-02-16 21:29:53,161.0,293.0,140.0,127.0,144.0,153.0,162.0,256.0,202.0,468.0,234.0,725.0,280.0,929.0,293.0,1023.0,406.0,1023.0,459.0,1020.0
closed,2025-02-16 21:29:53,632.0,889.0,877.0,685.0,1023.0,556.0,1023.0,382.0,870.0,317.0,782.0,294.0,653.0,204.0,498.0,183.0,301.0,139.0,190.0,156.0
closed,2025-02-16 21:29:53,156.0,135.0,205.0,178.0,381.0,253.0,656.0,318.0,874.0,267.0,1023.0,345.0,1023.0,330.0,986.0,541.0,998.0,777.0,766.0,948.0
closed,2025-02-16 21:29:54,643.0,1023.0,478.0,884.0,349.0,839.0,278.0,673.0,233.0,566.0,180.0,404.0,151.0,252.0,130.0,152.0,131.0,170.0,123.0,287.0
closed,2025-02-16 21:29:54,224.0,632.0,305.0,763.0,317.0,967.0,390.0,1023.0,262.0,1023.0,478.0,964.0,672.0,825.0,910.0,738.0,1023.0,534.0,1010.0,383.0
closed,2025-02-16 21:29:54,875.0,308.0,634.0,249.0,601.0,231.0,449.0,180.0,277.0,131.0,166.0,138.0,138.0,140.0,234.0,199.0,468.0,261.0,689.0,310.0
closed,2025-02-16 21:29:54,964.0,352.0,1023.0,364.0,1023.0,427.0,1008.0,560.0,879.0,848.0,726.0,1023.0,543.0,1023.0,435.0,920.0,320.0,740.0,265.0,646.0
closed,2025-02-16 21:29:54,213.0,489.0,175.0,333.0,154.0,230.0,143.0,134.0,96.0,166.0,188.0,334.0,187.0,604.0,270.0,841.0,321.0,971.0,352.0,1023.0
closed,2025-02-16 21:29:54,389.0,1023.0,517.0,984.0,755.0,789.0,943.0,646.0,1023.0,472.0,958.0,333.0,817.0,329.0,698.0,237.0,600.0,179.0,418.0,174.0
closed,2025-02-16 21:29:55,219.0,134.0,173.0,153.0,153.0,133.0,255.0,196.0,523.0,254.0,725.0,265.0,931.0,350.0,1023.0,345.0,1023.0,454.0,1023.0,678.0
closed,2025-02-16 21:29:55,854.0,875.0,710.0,1023.0,545.0,1000.0,388.0,881.0,339.0,759.0,246.0,603.0,197.0,493.0,185.0,343.0,154.0,209.0,125.0,130.0
closed,2025-02-16 21:29:55,133.0,222.0,203.0,454.0,264.0,652.0,205.0,870.0,334.0,1011.0,359.0,1023.0,420.0,1023.0,566.0,941.0,800.0,778.0,1023.0,613.0
closed,2025-02-16 21:29:55,1021.0,422.0,965.0,329.0,815.0,293.0,697.0,219.0,531.0,171.0,390.0,141.0,214.0,138.0,108.0,128.0,168.0,180.0,337.0,240.0
closed,2025-02-16 21:29:56,613.0,306.0,860.0,320.0,1023.0,354.0,1023.0,414.0,1023.0,564.0,1023.0,771.0,843.0,973.0,661.0,1023.0,467.0,993.0,360.0,848.0
closed,2025-02-16 21:29:56,287.0,739.0,254.0,641.0,190.0,433.0,161.0,288.0,128.0,181.0,150.0,160.0,159.0,268.0,217.0,520.0,254.0,782.0,296.0,1023.0
closed,2025-02-16 21:29:56,314.0,1023.0,414.0,1023.0,540.0,1023.0,801.0,1023.0,1023.0,890.0,1023.0,723.0,1023.0,619.0,1023.0,429.0,1023.0,348.0,836.0,282.0
closed,2025-02-16 21:29:56,626.0,224.0,488.0,177.0,295.0,151.0,215.0,155.0,204.0,208.0,436.0,171.0,752.0,308.0,971.0,366.0,1023.0,406.0,1023.0,559.0
closed,2025-02-16 21:29:56,1023.0,791.0,1023.0,1023.0,919.0,1023.0,738.0,1023.0,621.0,1023.0,418.0,1023.0,336.0,864.0,279.0,668.0,237.0,543.0,218.0,367.0
closed,2025-02-16 21:29:57,155.0,222.0,110.0,176.0,153.0,395.0,269.0,662.0,269.0,988.0,342.0,1023.0,382.0,1023.0,521.0,1023.0,675.0,1023.0,1023.0,950.0
closed,2025-02-16 21:29:57,1023.0,780.0,1023.0,681.0,1023.0,559.0,981.0,352.0,850.0,276.0,688.0,263.0,525.0,187.0,396.0,167.0,276.0,153.0,146.0,131.0
closed,2025-02-16 21:29:57,347.0,180.0,619.0,310.0,1009.0,376.0,1023.0,432.0,1023.0,537.0,1023.0,541.0,1023.0,1016.0,1023.0,1023.0,824.0,1023.0,612.0,1023.0
closed,2025-02-16 21:29:57,457.0,1005.0,342.0,877.0,322.0,753.0,242.0,565.0,230.0,430.0,175.0,164.0,145.0,145.0,151.0,368.0,217.0,637.0,272.0,969.0
closed,2025-02-16 21:29:57,321.0,1023.0,384.0,1023.0,462.0,1023.0,695.0,1023.0,980.0,1015.0,1023.0,825.0,1023.0,617.0,1023.0,504.0,1023.0,338.0,893.0,318.0
closed,2025-02-16 21:29:58,789.0,263.0,466.0,236.0,334.0,170.0,271.0,143.0,135.0,142.0,317.0,214.0,600.0,233.0,895.0,352.0,1023.0,409.0,1023.0,469.0
closed,2025-02-16 21:29:58,1023.0,601.0,1023.0,866.0,969.0,1023.0,809.0,1023.0,663.0,1023.0,551.0,1023.0,371.0,915.0,292.0,763.0,299.0,551.0,245.0,464.0
closed,2025-02-16 21:29:58,192.0,309.0,155.0,187.0,169.0,264.0,126.0,549.0,260.0,946.0,302.0,1023.0,406.0,1023.0,417.0,1023.0,532.0,1023.0,837.0,1023.0
closed,2025-02-16 21:29:58,1023.0,921.0,1023.0,734.0,1023.0,566.0,1023.0,381.0,879.0,299.0,807.0,241.0,597.0,236.0,519.0,196.0,294.0,164.0,209.0,150.0
closed,2025-02-16 21:29:58,233.0,178.0,511.0,222.0,802.0,291.0,1023.0,359.0,1023.0,389.0,1023.0,578.0,1023.0,831.0,1023.0,1023.0,925.0,1023.0,704.0,1023.0
closed,2025-02-16 21:29:59,557.0,1023.0,415.0,967.0,312.0,868.0,283.0,685.0,235.0,537.0,210.0,365.0,136.0,210.0,130.0,160.0,153.0,507.0,242.0,798.0
closed,2025-02-16 21:29:59,340.0,995.0,339.0,1023.0,347.0,1023.0,484.0,1023.0,715.0,888.0,930.0,762.0,1023.0,679.0,1023.0,409.0,948.0,312.0,755.0,240.0
closed,2025-02-16 21:29:59,689.0,201.0,496.0,157.0,351.0,130.0,209.0,126.0,116.0,135.0,165.0,147.0,406.0,266.0,629.0,281.0,886.0,347.0,996.0,365.0
closed,2025-02-16 21:29:59,1023.0,368.0,1023.0,495.0,1003.0,799.0,866.0,952.0,665.0,1023.0,524.0,993.0,365.0,812.0,261.0,735.0,233.0,566.0,176.0,452.0
closed,2025-02-16 21:30:00,136.0,282.0,128.0,145.0,120.0,140.0,147.0,218.0,179.0,509.0,272.0,789.0,309.0,923.0,338.0,1023.0,388.0,1023.0,383.0,1023.0
closed,2025-02-16 21:30:00,649.0,907.0,856.0,735.0,1008.0,599.0,1023.0,414.0,900.0,301.0,778.0,249.0,588.0,186.0,498.0,185.0,352.0,142.0,246.0,108.0
closed,2025-02-16 21:30:00,119.0,114.0,137.0,122.0,308.0,232.0,466.0,199.0,712.0,271.0,845.0,325.0,874.0,282.0,870.0,409.0,793.0,534.0,678.0,835.0
closed,2025-02-16 21:30:00,558.0,954.0,441.0,898.0,347.0,915.0,203.0,816.0,282.0,677.0,187.0,530.0,152.0,364.0,123.0,136.0,130.0,118.0,140.0,179.0
closed,2025-02-16 21:30:00,122.0,320.0,247.0,749.0,320.0,1023.0,438.0,1023.0,464.0,1023.0,548.0,1023.0,787.0,1023.0,1023.0,1023.0,1023.0,1004.0,1023.0,702.0
closed,2025-02-16 21:30:00,1023.0,474.0,1023.0,362.0,953.0,273.0,769.0,221.0,624.0,215.0,434.0,177.0,330.0,125.0,144.0,117.0,258.0,194.0,601.0,266.0
closed,2025-02-16 21:30:01,977.0,369.0,1023.0,432.0,1023.0,433.0,1023.0,600.0,1023.0,913.0,1023.0,1023.0,916.0,1023.0,720.0,1023.0,529.0,1023.0,418.0,987.0
closed,2025-02-16 21:30:01,304.0,998.0,291.0,824.0,268.0,517.0,157.0,320.0,123.0,153.0,132.0,295.0,195.0,557.0,271.0,861.0,344.0,1023.0,365.0,1023.0
closed,2025-02-16 21:30:01,465.0,1023.0,554.0,1023.0,831.0,1023.0,1023.0,986.0,1023.0,786.0,1023.0,578.0,1023.0,413.0,1023.0,326.0,888.0,231.0,686.0,198.0
closed,2025-02-16 21:30:01,500.0,157.0,255.0,138.0,317.0,139.0,145.0,148.0,453.0,264.0,865.0,308.0,1023.0,398.0,1023.0,505.0,1023.0,598.0,1023.0,845.0
closed,2025-02-16 21:30:02,1023.0,1023.0,1006.0,1023.0,788.0,1023.0,630.0,1023.0,433.0,1023.0,320.0,897.0,273.0,673.0,221.0,525.0,188.0,366.0,150.0,200.0
closed,2025-02-16 21:30:02,126.0,136.0,141.0,313.0,174.0,573.0,226.0,845.0,349.0,1023.0,418.0,1023.0,519.0,1023.0,656.0,1023.0,1023.0,1023.0,1023.0,971.0
closed,2025-02-16 21:30:02,1023.0,748.0,1023.0,576.0,1023.0,431.0,1023.0,350.0,895.0,270.0,703.0,251.0,525.0,193.0,325.0,137.0,147.0,140.0,486.0,289.0
closed,2025-02-16 21:30:02,814.0,354.0,1023.0,408.0,1023.0,432.0,1023.0,526.0,1023.0,665.0,1023.0,937.0,979.0,1023.0,766.0,1023.0,585.0,1023.0,470.0,1023.0
closed,2025-02-16 21:30:02,328.0,867.0,279.0,723.0,230.0,567.0,188.0,420.0,160.0,214.0,121.0,126.0,116.0,319.0,243.0,624.0,262.0,967.0,348.0,1023.0
closed,2025-02-16 21:30:03,404.0,1023.0,440.0,1023.0,663.0,1023.0,1023.0,1023.0,1023.0,1023.0,1023.0,697.0,1023.0,518.0,1023.0,367.0,905.0,278.0,807.0,251.0
closed,2025-02-16 21:30:03,612.0,200.0,472.0,176.0,293.0,133.0,159.0,97.0,228.0,178.0,533.0,247.0,841.0,350.0,1023.0,424.0,1023.0,429.0,1023.0,530.0
